transaction_id,user_id,date,merchant,category,amount,currency,payment_mode,type
5cabcc97-663f-4c97-9562-69f0e5d7b875,demo_user_001,2025-07-04,Water Bill,utilities,2698.73,INR,NetBanking,debit
2369b584-ff5e-4ff0-bf50-bde4382567b8,demo_user_001,2024-11-13,Uber,transportation,93.44,INR,UPI,debit
c17af08a-1745-46d8-be57-0ddf827050a8,demo_user_001,2025-07-26,DMart,groceries,1560.77,INR,Card,debit
27209bdf-1c11-4735-9c71-3d960c0fd195,demo_user_001,2024-11-22,McDonald's,food_dining,791.63,INR,Card,debit
ae340454-cac5-468c-a8f4-9481a0a04dc4,demo_user_001,2025-01-26,Metro,transportation,704.32,INR,Card,debit
62801c45-1043-4a10-98ae-43346c12ace8,demo_user_001,2025-03-24,Internet,utilities,3604.4,INR,Cash,debit
77d21e02-ff01-4f99-988c-24c961b1cd22,demo_user_001,2024-12-09,Company Payroll,salary,82572.01,INR,Cash,credit
8da0365b-f898-47b9-805c-acec877409a9,demo_user_001,2025-03-10,Big Bazaar,groceries,829.15,INR,UPI,debit
ae270da7-02f0-4b90-b143-262fdc5c0eed,demo_user_001,2025-05-10,Internet,utilities,1535.52,INR,UPI,debit
e2817efd-ae84-4217-9d53-434bb88139b9,demo_user_001,2025-05-05,DMart,groceries,1967.09,INR,UPI,debit
c4c2e2e3-444e-47c8-8039-87108976e334,demo_user_001,2025-05-01,Reliance Fresh,groceries,398.4,INR,NetBanking,debit
4b22d308-1c8e-4ee9-9715-bd6fa4161293,demo_user_001,2025-06-24,Company Payroll,salary,55708.42,INR,Cash,credit
00d4af59-7427-4ca3-a87d-06ca6f4cc69a,demo_user_001,2025-05-25,Swiggy,food_dining,1240.12,INR,UPI,debit
b83cfe0b-e037-45ed-b8db-0672f42d47cc,demo_user_001,2025-01-26,DMart,groceries,1406.94,INR,Cash,debit
c30ff46e-8026-495f-b8cd-a88b436d76e2,demo_user_001,2024-09-30,Spotify,entertainment,202.93,INR,UPI,debit
1b3dbd5c-e9a1-4a6f-81f7-6d1c2dbc2134,demo_user_001,2025-07-06,Reliance Fresh,groceries,2239.0,INR,Card,debit
d777a477-4c66-40a8-a013-ac6ededa4e16,demo_user_001,2025-06-20,Zomato,food_dining,873.99,INR,Cash,debit
32ebd689-9be5-48c7-81f6-31d4a39231a7,demo_user_001,2025-07-23,Swiggy,food_dining,774.55,INR,Cash,debit
295b4715-c333-4861-9fb8-d16c2720797d,demo_user_001,2024-11-27,Electricity Bill,utilities,727.65,INR,UPI,debit
ec24a3c5-c754-408f-b418-8f3f8a14be62,demo_user_001,2024-12-25,Big Bazaar,groceries,665.67,INR,Cash,debit
99546eb4-0025-4ad1-ab22-63dd87c5421e,demo_user_001,2025-06-07,Swiggy,food_dining,1368.3,INR,Cash,debit
1ca35cfb-04fc-4d82-bd15-438552fbe43b,demo_user_001,2025-01-10,Reliance Fresh,groceries,942.57,INR,NetBanking,debit
fc3e058b-e0f3-4ab0-9cec-4eb5edd96831,demo_user_002,2024-11-19,Spotify,entertainment,1918.9,INR,Cash,debit
3d4cbf37-4eb9-4eff-8e88-cb2dd4e80839,demo_user_002,2025-08-01,Zomato,food_dining,550.56,INR,UPI,debit
913e4de2-e0c5-4cb8-bda9-c2a90ed42f1a,demo_user_002,2024-11-04,Company Payroll,salary,36859.83,INR,Cash,credit
bb5e4bcf-15ed-4269-9429-6c07f26b4776,demo_user_002,2024-12-13,Internet,utilities,1208.45,INR,UPI,debit
fa5d3100-11b7-4948-90e6-e6607c69dee1,demo_user_002,2024-09-19,Zomato,food_dining,953.3,INR,Card,debit
2031d750-c40d-49b4-885f-6e66c2b6d2c5,demo_user_002,2024-11-12,BookMyShow,entertainment,1889.03,INR,Card,debit
f264accc-79ac-4b1e-a8e5-6e0c20de435d,demo_user_002,2025-07-20,Internet,utilities,678.84,INR,Cash,debit
8715a103-43da-4043-aa45-c2ab8cbfedb0,demo_user_002,2025-05-18,Company Payroll,salary,142164.75,INR,NetBanking,credit
f6e07cc0-6c52-449f-9b49-bd26df57c59a,demo_user_002,2024-09-21,Swiggy,food_dining,684.31,INR,NetBanking,debit
c1590f53-8a0f-4efb-adcd-465e36386821,demo_user_002,2025-07-24,Netflix,entertainment,1865.13,INR,UPI,debit
b683d2e6-337e-42df-b09b-2a5cbadcc32a,demo_user_002,2025-07-10,Spotify,entertainment,1997.06,INR,UPI,debit
abf3ad39-fec2-4bbe-a624-5bfa4fcca39a,demo_user_002,2025-06-24,Electricity Bill,utilities,2776.48,INR,NetBanking,debit
e64d1bcb-7027-43a1-9f98-7c71a65e688e,demo_user_002,2025-06-11,Big Bazaar,groceries,1234.68,INR,Cash,debit
3f76be1d-1efa-4197-b394-988f847fd9b4,demo_user_002,2024-09-30,Internet,utilities,1861.33,INR,UPI,debit
05628059-568c-469b-9064-005c3985c3cf,demo_user_002,2025-07-08,Company Payroll,salary,141810.72,INR,Card,credit
96a402f2-3ae8-4c93-8dcd-cd03969b6662,demo_user_002,2024-11-20,Uber,transportation,717.28,INR,Card,debit
b535106e-122c-4a56-81d7-425638602ab6,demo_user_002,2025-03-08,Ola,transportation,503.62,INR,Card,debit
114125c6-3a9b-4dd4-8f12-59e0a18ff6b6,demo_user_002,2025-04-24,Company Payroll,salary,90649.09,INR,UPI,credit
5496f63c-dc11-40c1-880a-adfbe7c99b26,demo_user_002,2025-04-11,DMart,groceries,1386.01,INR,UPI,debit
474a493b-3ced-4f2d-839f-bc501223b513,demo_user_002,2024-10-08,Reliance Fresh,groceries,2359.13,INR,NetBanking,debit
8a0b3c33-36d8-493a-bc44-1fe7ab4220a7,demo_user_002,2024-09-03,McDonald's,food_dining,746.48,INR,Cash,debit
e1e3db63-ef7d-4c76-b92d-a22b21df306f,demo_user_002,2024-09-11,Electricity Bill,utilities,1003.43,INR,Card,debit
3e351128-7900-47f9-9382-9b43922fe15a,demo_user_002,2024-11-05,Electricity Bill,utilities,4255.68,INR,Card,debit
683514f2-ceb8-4f9d-b914-c120c8dcd19f,demo_user_002,2025-02-25,BookMyShow,entertainment,179.47,INR,UPI,debit
a8b317fa-18d0-452b-9825-bc5430beb45f,demo_user_002,2024-09-23,Uber,transportation,561.55,INR,UPI,debit
693dffbc-6c6f-4611-9ab3-3edf6e595ed3,demo_user_002,2025-02-03,Metro,transportation,713.1,INR,Card,debit
0dde29a6-baa4-471a-9d24-67ac778eedb3,demo_user_002,2025-06-01,Zomato,food_dining,1467.88,INR,Cash,debit
a56c0941-fbf2-4050-a748-dbcfac619e63,demo_user_002,2025-03-13,Big Bazaar,groceries,2262.38,INR,Cash,debit
ba6c34ab-6712-403a-8f84-4fef1931e9ee,demo_user_002,2024-09-05,Company Payroll,salary,62016.69,INR,UPI,credit
1bf90e27-dc96-425e-8cf3-a17156dc8907,demo_user_002,2025-05-09,BookMyShow,entertainment,1731.33,INR,Card,debit
894a05e4-30b1-47ef-b10c-0c003fa7f104,demo_user_002,2025-05-06,Netflix,entertainment,679.86,INR,Card,debit
2ef91276-6c00-4f61-a3e2-fcb472d8567d,demo_user_002,2025-03-15,DMart,groceries,740.76,INR,NetBanking,debit
dfde4fbf-3ff3-40bf-b66e-cb15474ebc19,demo_user_002,2024-12-13,Reliance Fresh,groceries,1183.21,INR,Cash,debit
ceda8bbb-7171-4434-934c-6c92ec5b227c,demo_user_002,2025-07-02,Company Payroll,salary,142708.46,INR,NetBanking,credit
19108be5-8ce2-4ea3-9b20-a56edc815fe7,demo_user_002,2025-04-17,McDonald's,food_dining,1449.42,INR,UPI,debit
8a63f881-ffd0-49d5-a6f2-f7b80cf35b58,demo_user_002,2025-03-23,DMart,groceries,1416.78,INR,Cash,debit
17e011b7-f810-4383-83c7-2ba8d605e770,demo_user_002,2024-11-08,Internet,utilities,1020.41,INR,Card,debit
3c835dc0-d944-4fa5-80e9-ab30ed2662e9,demo_user_002,2025-08-30,Uber,transportation,581.59,INR,Card,debit
7b3a4e3e-7c52-4a17-a80a-c07a2a935d62,demo_user_002,2024-09-24,Ola,transportation,102.48,INR,NetBanking,debit
e7067ef4-66aa-4385-9d59-ba7136b82481,demo_user_002,2025-06-28,Water Bill,utilities,3485.24,INR,NetBanking,debit
008d4127-6104-41e3-aa25-a8880f02bad0,demo_user_002,2025-03-16,Water Bill,utilities,3501.02,INR,Cash,debit
ed3049cf-43e4-48fc-a3f2-ae24fc3d3348,demo_user_002,2025-05-24,Company Payroll,salary,96529.5,INR,Cash,credit
490617f2-747b-4dba-88fe-3ccdc8b8d9c6,demo_user_002,2025-06-02,Company Payroll,salary,111278.15,INR,NetBanking,credit
bb026576-f512-44c3-b253-d2186c4a37ea,demo_user_002,2025-03-28,Spotify,entertainment,1684.08,INR,NetBanking,debit
a97065e1-8e46-4534-888a-618efed4057d,demo_user_002,2024-10-24,Swiggy,food_dining,1210.77,INR,NetBanking,debit
309d258c-27a0-43d7-bc96-7f79b7e99aca,demo_user_002,2025-05-13,Netflix,entertainment,940.1,INR,Cash,debit
0ef8c2d6-f7fd-4646-b7bb-3eec4bf50b52,demo_user_002,2025-04-07,Company Payroll,salary,109062.09,INR,NetBanking,credit
0f9aea4b-8acd-4e10-bc59-4585944528c0,demo_user_002,2025-05-07,Big Bazaar,groceries,2083.83,INR,Card,debit
0cd620c2-0ea2-422b-9048-67babf7b539b,demo_user_002,2024-12-30,Zomato,food_dining,212.39,INR,UPI,debit
eb5cf467-80ba-4d64-ba0e-cfea958ca9ba,demo_user_002,2024-11-09,Netflix,entertainment,1783.66,INR,Card,debit
0e8fa8e0-284d-42e5-87f7-e1fbda4bd9ca,demo_user_003,2025-04-28,Company Payroll,salary,89325.26,INR,Card,credit
d9f195d0-1482-4f53-8201-0c62f5f59b22,demo_user_003,2025-07-07,Company Payroll,salary,137119.18,INR,Cash,credit
1165e210-9854-4881-918a-9d292f923996,demo_user_003,2024-09-08,Zomato,food_dining,1235.55,INR,Cash,debit
675dd5af-3c36-4296-9ca0-2eecacdabacc,demo_user_003,2025-06-29,DMart,groceries,897.76,INR,Cash,debit
91d63f78-e3e9-4e99-b10c-718b1eb0e38a,demo_user_003,2024-11-17,Swiggy,food_dining,1051.23,INR,NetBanking,debit
0a2c827e-9832-4856-9434-0a033f07f814,demo_user_003,2024-12-15,Spotify,entertainment,1648.51,INR,Cash,debit
a8499b92-6b52-42e3-94fc-dd549e8fc965,demo_user_003,2024-12-30,Water Bill,utilities,4537.44,INR,Cash,debit
50fd9d3f-85d5-4695-90b2-b633956b8c0c,demo_user_003,2025-04-11,Uber,transportation,679.9,INR,Cash,debit
ab73295b-344a-44b8-82c1-8a62ef48e8d5,demo_user_003,2025-07-22,Company Payroll,salary,62951.69,INR,NetBanking,credit
43ff5011-3d1a-45dd-906e-5a9ab758588d,demo_user_003,2024-11-27,Swiggy,food_dining,603.39,INR,UPI,debit
a53f8a28-abf3-43fc-a181-3d25655238a6,demo_user_003,2024-09-09,Zomato,food_dining,462.2,INR,Card,debit
edd4253b-50f0-4d0a-b50c-ab754ccc9bc2,demo_user_003,2025-02-03,Company Payroll,salary,37707.46,INR,NetBanking,credit
02627f73-1292-4f83-af8c-485bc07a30f2,demo_user_003,2025-05-17,Water Bill,utilities,2370.98,INR,Cash,debit
902059e4-ff9a-45c2-9f04-4aed75523327,demo_user_003,2025-08-20,Spotify,entertainment,1897.52,INR,Cash,debit
89a2688b-12c1-46e0-9998-5f15ff002d4d,demo_user_003,2025-03-31,BookMyShow,entertainment,1891.21,INR,Cash,debit
21e8ac68-43e4-4caf-8181-a8cc369147eb,demo_user_003,2024-11-24,Spotify,entertainment,1520.28,INR,Card,debit
119c4ea3-e180-4081-9958-a499eeea163e,demo_user_003,2024-12-25,BookMyShow,entertainment,618.58,INR,UPI,debit
48f4ef12-5e99-43d2-be89-6c64e117dac3,demo_user_003,2025-02-04,Netflix,entertainment,1370.86,INR,Card,debit
8b10550c-d570-4f32-b02c-dd20286218b8,demo_user_003,2024-11-30,BookMyShow,entertainment,1963.37,INR,UPI,debit
fbddcf7c-9c96-49ec-8d71-c366b41b3143,demo_user_003,2025-08-17,Spotify,entertainment,1172.34,INR,UPI,debit
8768a84f-a76a-4de6-8e9e-1a11fcbb4e59,demo_user_003,2025-01-06,Company Payroll,salary,46283.94,INR,Card,credit
8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,demo_user_003,2025-05-14,Reliance Fresh,groceries,1261.49,INR,Cash,debit
1a84a51a-a9d3-47c7-ae87-905e4ca415ea,demo_user_003,2025-02-17,Ola,transportation,620.92,INR,NetBanking,debit
43b409ef-2260-470f-a0cc-edc5f05db76e,demo_user_003,2025-01-02,Netflix,entertainment,1686.33,INR,UPI,debit
be0f051b-1b66-45a9-a3c4-36571d8cbbac,demo_user_003,2025-03-04,Company Payroll,salary,149988.94,INR,Card,credit
48212ddb-45b8-4cd9-a7cb-6f2a8da01097,demo_user_003,2024-10-01,Company Payroll,salary,123747.97,INR,UPI,credit
57c700aa-b7b5-4ea7-b5eb-d32d9ad620ab,demo_user_003,2025-08-20,Big Bazaar,groceries,758.21,INR,Card,debit
da587e8a-a25d-4b29-afff-cfd2341ef40b,demo_user_003,2025-07-03,Zomato,food_dining,789.31,INR,Card,debit
40497b71-7d10-4c60-8162-7cf1439472e6,demo_user_003,2025-02-23,Spotify,entertainment,586.86,INR,Card,debit
0d01280f-d89a-40c0-a87d-1c78e7c421c7,demo_user_003,2025-07-03,Internet,utilities,4836.81,INR,Card,debit
d450281c-6c6f-4633-a260-772317a0df49,demo_user_003,2025-03-24,Uber,transportation,484.01,INR,Cash,debit
5563f616-00e8-4ece-8b49-452d46d483f3,demo_user_003,2024-10-31,Spotify,entertainment,476.83,INR,Card,debit
fad409e2-a319-4cb4-a17d-65a0c56811cd,demo_user_003,2024-09-14,DMart,groceries,2362.95,INR,UPI,debit
711c21c9-bdc1-4f1f-a95d-6fbf430f801d,demo_user_003,2025-01-23,Electricity Bill,utilities,2062.42,INR,NetBanking,debit
8f9797b0-6d7c-43c9-b4a6-9f3c8d3aed99,demo_user_003,2025-08-24,DMart,groceries,2013.12,INR,Cash,debit
f1eedba3-1343-4e61-9ca3-c4480279b6a6,demo_user_003,2025-02-26,BookMyShow,entertainment,923.69,INR,Cash,debit
26286bfb-e767-4cea-b0e6-a969e21342b0,demo_user_003,2024-12-06,Company Payroll,salary,82258.46,INR,NetBanking,credit
5e84f058-d5a8-44eb-8939-23de8babce3b,demo_user_003,2025-01-04,Internet,utilities,3985.89,INR,Cash,debit
6e068097-25e9-4977-8d72-48e2951f58d0,demo_user_003,2025-04-27,Company Payroll,salary,68676.55,INR,UPI,credit
5d59cd2a-4eea-44e7-8ab5-4bde20a04502,demo_user_003,2025-01-05,Ola,transportation,232.9,INR,Cash,debit
f8e1daa7-cbce-4bde-aede-db07e623a689,demo_user_003,2025-03-17,Uber,transportation,420.73,INR,Card,debit
5b9962c6-e61f-4cc0-8a36-8ce7dc570131,demo_user_003,2025-04-20,BookMyShow,entertainment,774.17,INR,NetBanking,debit
aabc25fa-3fe1-4e47-ae9b-ec3635c7936c,demo_user_003,2025-04-11,Metro,transportation,575.89,INR,UPI,debit
8f5486b7-c7b5-42bc-9a8a-aeca1a50aec3,demo_user_003,2025-02-03,Electricity Bill,utilities,885.26,INR,Cash,debit
f94d6204-6808-493f-9fed-2c43e256a6dc,demo_user_003,2024-10-04,Electricity Bill,utilities,3607.74,INR,Cash,debit
ecfedb99-2790-4ebd-bfdd-c3d99ee3ac2a,demo_user_003,2025-05-09,BookMyShow,entertainment,276.8,INR,Cash,debit
2999b735-dd56-4c94-bc9a-d14cee0caeb5,demo_user_003,2024-11-06,Company Payroll,salary,66744.72,INR,NetBanking,credit
2d534dd0-cf8e-4c5a-8cc5-6569f9e8a369,demo_user_003,2025-01-25,Spotify,entertainment,1108.75,INR,NetBanking,debit
2dea9493-0658-463a-a98c-206fe1a47e10,demo_user_003,2025-03-27,Metro,transportation,390.31,INR,NetBanking,debit
c84a7b28-550a-4b46-acab-3301bc8f7d29,demo_user_003,2025-03-22,Zomato,food_dining,1123.73,INR,UPI,debit
ab7f089a-cd5f-4822-a966-08aaee49f329,demo_user_004,2024-12-26,Company Payroll,salary,52984.92,INR,NetBanking,credit
3f87e362-cf8d-446a-bc2c-bb0ddd334cc7,demo_user_004,2025-05-23,Company Payroll,salary,147661.28,INR,NetBanking,credit
b386f7a4-c991-403f-a8c1-3091444d610b,demo_user_004,2025-08-23,Swiggy,food_dining,392.25,INR,Card,debit
09e9db0a-df46-4290-a1ee-411a1bac27a7,demo_user_004,2024-11-20,Uber,transportation,780.72,INR,NetBanking,debit
33173470-38f1-4a81-b87f-2425dbccc477,demo_user_004,2024-12-22,Company Payroll,salary,106544.36,INR,UPI,credit
598336e3-75d6-4ed4-ab1f-a9f2d10bd1d0,demo_user_004,2024-12-28,DMart,groceries,996.15,INR,Cash,debit
df0f06cb-cb9b-4326-920e-ac174e20fd1a,demo_user_004,2025-04-23,Uber,transportation,774.12,INR,Cash,debit
a8f7ef5a-060e-4f5b-b911-84973a43b2ba,demo_user_004,2025-07-24,Big Bazaar,groceries,1321.98,INR,UPI,debit
475287aa-5408-49ac-a601-ddd03170f437,demo_user_004,2025-03-28,Zomato,food_dining,1245.04,INR,UPI,debit
c5f8bc16-f786-4b50-91c5-8ef0dd463c09,demo_user_004,2025-01-29,Zomato,food_dining,903.4,INR,Card,debit
8268690b-a438-45b5-99e4-b6714774bc58,demo_user_004,2025-01-16,Water Bill,utilities,2527.32,INR,NetBanking,debit
d7fa2d8d-fb2c-4025-adf4-e62d6651529e,demo_user_004,2024-10-17,Water Bill,utilities,1874.21,INR,UPI,debit
0710d430-f071-4879-94c6-3cd889456f27,demo_user_004,2025-05-16,Internet,utilities,946.55,INR,Card,debit
42deffcc-f86c-4ca2-a085-96db1d870966,demo_user_004,2025-04-30,Metro,transportation,110.89,INR,Card,debit
fbc9f87a-f668-4617-94a1-875d2db69edb,demo_user_004,2025-02-02,Electricity Bill,utilities,1204.4,INR,Cash,debit
98b8e4cc-1bc0-44fc-89cb-394243f59a85,demo_user_004,2025-05-04,Company Payroll,salary,64951.11,INR,NetBanking,credit
c9535b63-ba81-4dd9-987e-f3446f3f920c,demo_user_004,2025-01-10,Company Payroll,salary,114358.51,INR,UPI,credit
fbf6e16f-9b30-40d5-afb7-8271504d281f,demo_user_004,2024-10-14,Company Payroll,salary,140869.33,INR,Card,credit
e645f129-629c-4ae3-9d9a-f65982ec9f2d,demo_user_004,2024-10-03,BookMyShow,entertainment,1134.67,INR,Card,debit
0b5cea6a-4135-4e8c-b0a9-00ad939b462d,demo_user_004,2025-06-07,Uber,transportation,103.56,INR,NetBanking,debit
85197ff4-006e-46e3-afa1-7735b572f3d0,demo_user_004,2025-04-05,Internet,utilities,4209.08,INR,Cash,debit
afd5dea5-89d7-4d6c-8e77-7f00ecf27e76,demo_user_004,2024-09-06,Reliance Fresh,groceries,2128.3,INR,Cash,debit
bcae8081-bdf0-40aa-b0b5-156bb82c9074,demo_user_004,2025-01-18,Metro,transportation,454.99,INR,UPI,debit
6e6981a3-5d3d-4e56-b270-e4faabae4f43,demo_user_004,2025-03-18,Electricity Bill,utilities,4502.4,INR,NetBanking,debit
ebb7a385-aa0b-4b14-b2e9-702d11e9cdaa,demo_user_004,2024-09-19,Big Bazaar,groceries,840.99,INR,UPI,debit
a9d3c2e6-505c-4686-9f87-1ce75487fd4f,demo_user_004,2025-06-02,Company Payroll,salary,99149.64,INR,Cash,credit
e6697833-b841-40a0-9fe7-71d6d9178793,demo_user_004,2025-04-10,Internet,utilities,2490.03,INR,Card,debit
aab97e49-4f2d-4796-81d2-c7de4ce1eb90,demo_user_004,2024-12-22,Water Bill,utilities,3356.53,INR,UPI,debit
b27c4026-6703-4636-9380-b904688c7015,demo_user_004,2025-03-19,Netflix,entertainment,875.86,INR,UPI,debit
311c6eb6-2095-4ef6-8ded-f9fb4bb00f20,demo_user_004,2024-12-20,Swiggy,food_dining,705.72,INR,NetBanking,debit
610faa3f-f0bb-4c67-aa38-d0a16ba25efe,demo_user_004,2024-11-22,Company Payroll,salary,127627.92,INR,UPI,credit
2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,demo_user_004,2025-03-18,BookMyShow,entertainment,697.58,INR,UPI,debit
67f48ad5-4d0b-4d1a-91b0-e1d99d9262af,demo_user_004,2025-08-30,Spotify,entertainment,1667.36,INR,Cash,debit
4dcabfb7-001a-4a8b-956f-03508c459ce2,demo_user_004,2025-02-26,BookMyShow,entertainment,456.41,INR,Cash,debit
c9277d9b-6e0d-4648-b5ce-884149732d6c,demo_user_004,2025-05-18,Company Payroll,salary,121198.86,INR,NetBanking,credit
527eecfa-a79a-49aa-9b4e-2c249479e1e6,demo_user_004,2025-01-18,Electricity Bill,utilities,4674.53,INR,Cash,debit
acf5e81e-7131-4269-b118-e36477097749,demo_user_004,2024-10-23,Big Bazaar,groceries,2924.81,INR,Card,debit
cb323e35-7922-4ac2-82dc-4c8e36b5229a,demo_user_004,2025-08-23,Company Payroll,salary,67290.02,INR,Cash,credit
bc67f831-cbc8-4759-b5b7-8cc7e6b3c944,demo_user_004,2025-07-03,Big Bazaar,groceries,2978.32,INR,Cash,debit
48a639d0-15b5-4908-a8aa-71582b70e525,demo_user_004,2024-12-18,DMart,groceries,2530.0,INR,NetBanking,debit
9e87e04c-a208-4977-a9f2-533683f4a9a9,demo_user_004,2024-12-26,Internet,utilities,1730.41,INR,Cash,debit
f3b63fe1-d184-4324-97e8-392a55cee5db,demo_user_004,2025-02-15,Swiggy,food_dining,894.21,INR,Card,debit
4f77a665-ac3c-4640-bc20-592fc04a96c4,demo_user_004,2025-06-22,Internet,utilities,3858.32,INR,UPI,debit
25b8fd4b-32fa-4de8-8e7a-e7f639820cff,demo_user_004,2024-12-14,Ola,transportation,304.91,INR,NetBanking,debit
fbe33b24-3eae-4032-8bd4-a9900640be0f,demo_user_004,2024-11-03,Reliance Fresh,groceries,2232.94,INR,Cash,debit
c4bbb7a9-d988-48dd-9c7c-737779a28903,demo_user_004,2025-03-07,Swiggy,food_dining,877.08,INR,NetBanking,debit
e2d9de5d-6a18-4e4c-b496-276412a4def0,demo_user_004,2025-03-19,Internet,utilities,2197.45,INR,Card,debit
b7e58481-31c6-41ec-935f-2b0aa1384ddc,demo_user_004,2025-05-03,Company Payroll,salary,98615.72,INR,Cash,credit
664fa663-7e8f-4095-a24c-69b6b24445a7,demo_user_004,2024-09-03,Reliance Fresh,groceries,2285.17,INR,Cash,debit
b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,demo_user_004,2024-10-01,Spotify,entertainment,1605.55,INR,Card,debit
dc45d539-c03f-4538-a485-5aa1016b6287,demo_user_005,2024-11-01,BookMyShow,entertainment,339.87,INR,NetBanking,debit
c7468f59-1b49-4e15-a2ad-d909c521bf2d,demo_user_005,2025-01-09,Reliance Fresh,groceries,479.19,INR,UPI,debit
cdda24ba-2d06-48cf-b805-f9076cd66193,demo_user_005,2024-09-29,Company Payroll,salary,79197.43,INR,Card,credit
76ecbdd6-8498-4113-b227-462cf53d4330,demo_user_005,2025-04-17,Reliance Fresh,groceries,2388.27,INR,NetBanking,debit
eadf5085-3fcb-4546-8eb2-25790cdb1ca4,demo_user_005,2025-07-20,Internet,utilities,2288.67,INR,NetBanking,debit
222282e1-74da-4ebf-9f11-5b76d92c9227,demo_user_005,2024-10-14,Company Payroll,salary,144496.75,INR,Cash,credit
87f8424d-aae6-4fc1-b6f2-dbfecd29a36f,demo_user_005,2025-05-02,Electricity Bill,utilities,3278.57,INR,NetBanking,debit
513a7052-986f-4025-8f15-ba58fce68504,demo_user_005,2025-07-11,McDonald's,food_dining,272.01,INR,UPI,debit
714c7df4-e434-4d51-8158-1092f335cba3,demo_user_005,2025-08-16,BookMyShow,entertainment,1418.6,INR,UPI,debit
e45b712e-b822-4688-90a4-44329cd6c852,demo_user_005,2025-02-20,Uber,transportation,270.03,INR,Cash,debit
