transaction_id,user_id,date,merchant,category,amount,currency,payment_mode,type,user_profile
747b6dba-c8fe-4ccd-88b8-d9c6ed3049cf,demo_user_001,2025-02-11,Zomato,food_dining,1634.25,INR,Cash,debit,young_professional
bb026576-f512-44c3-b253-d2186c4a37ea,demo_user_001,2025-07-15,Online Courses,education,68109.88,INR,UPI,debit,young_professional
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,demo_user_001,2025-06-17,Spencer's,groceries,3519.62,INR,Card,debit,young_professional
0f9aea4b-8acd-4e10-bc59-4585944528c0,demo_user_001,2025-06-01,Netflix,entertainment,1758.93,INR,Cash,debit,young_professional
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,demo_user_001,2025-07-04,Metro Card,transportation,624.02,INR,Cash,debit,young_professional
14822f53-8201-4c62-b5f5-9b220e8fa8e0,demo_user_001,2024-11-08,Life Insurance,insurance,4972.95,INR,UPI,debit,young_professional
acdabacc-1165-4210-9854-3881118a9d29,demo_user_001,2024-12-06,Swiggy,food_dining,588.73,INR,Cash,debit,young_professional
e3e9de99-f10c-418b-9eb0-e38a675dd5af,demo_user_001,2025-05-19,Spotify,entertainment,2852.54,INR,Cash,debit,young_professional
9e8fc965-0a2c-427e-9832-685694340a03,demo_user_001,2024-12-22,Spencer's,groceries,1481.68,INR,NetBanking,debit,young_professional
90b2b633-956b-4c0c-a849-9b926b5252e3,demo_user_001,2024-10-31,Books,education,75310.35,INR,Cash,debit,young_professional
ab73295b-344a-44b8-82c1-8a62ef48e8d5,demo_user_001,2025-07-13,Ola,transportation,428.41,INR,Wallet,debit,young_professional
21813d25-6552-48a6-83ff-50113d1a85dd,demo_user_001,2025-07-13,Life Insurance,insurance,30187.04,INR,UPI,debit,young_professional
c07a30f2-edd4-453b-90f0-fd0a750cab75,demo_user_001,2024-11-13,Freelance Income,salary,418675.32,INR,Card,credit,young_professional
ff9ab5c2-9f04-4aed-b552-332702627f73,demo_user_001,2025-07-07,Big Bazaar,groceries,4061.57,INR,Wallet,debit,young_professional
8181a8cc-3691-47eb-89a2-688b12c136e0,demo_user_001,2024-10-24,Swiggy,food_dining,1092.66,INR,Card,debit,young_professional
e1805081-5958-4499-aeea-163e21e8ac68,demo_user_001,2025-07-01,Bonus,salary,76520.78,INR,Cash,credit,young_professional
48f4ef12-5e99-43d2-be89-6c64e117dac3,demo_user_001,2025-03-31,Bonus,salary,433401.75,INR,Card,credit,young_professional
b41b3143-8b10-450c-9570-4f32702cdd20,demo_user_001,2025-06-05,Apollo Hospital,healthcare,6609.36,INR,NetBanking,debit,young_professional
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,demo_user_001,2025-07-05,Stock Purchase,investments,146149.55,INR,UPI,debit,young_professional
4ca415ea-8dfa-4a56-912d-bc9aaaf91531,demo_user_001,2025-06-21,FD,investments,156955.47,INR,UPI,debit,young_professional
43b409ef-2260-470f-a0cc-edc5f05db76e,demo_user_001,2025-06-05,Life Insurance,insurance,21434.22,INR,NetBanking,debit,young_professional
8da01097-be0f-451b-9b66-b5a9e3c43657,demo_user_001,2025-05-23,Swiggy,food_dining,1019.98,INR,Cash,debit,young_professional
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,demo_user_001,2024-09-11,Car Insurance,insurance,14081.45,INR,Wallet,debit,young_professional
da587e8a-a25d-4b29-afff-cfd2341ef40b,demo_user_001,2025-06-19,DMart,groceries,4415.51,INR,Card,debit,young_professional
e7c421c7-4049-4b71-bd10-6c6081627cf1,demo_user_001,2024-11-01,Electricity Bill,utilities,7079.65,INR,Card,debit,young_professional
d450281c-6c6f-4633-a260-772317a0df49,demo_user_001,2025-02-17,Internet Bill,utilities,5064.44,INR,Card,debit,young_professional
c56811cd-5563-4616-80e8-5ece0b49452d,demo_user_001,2025-07-16,Mobile Bill,utilities,2562.37,INR,UPI,debit,young_professional
295d6fbf-430f-401d-bad4-09e2a319dcb4,demo_user_001,2025-02-22,Online Courses,education,4967.79,INR,Card,debit,young_professional
8f9797b0-6d7c-43c9-b4a6-9f3c8d3aed99,demo_user_001,2024-11-02,Water Bill,utilities,6029.31,INR,Cash,debit,young_professional
e21342b0-f1ee-4ba3-9343-2e611ca3c448,demo_user_001,2024-08-23,Life Insurance,insurance,7188.73,INR,Card,debit,young_professional
5e84f058-d5a8-44eb-8939-23de8babce3b,demo_user_001,2024-10-17,Life Insurance,insurance,33318.77,INR,Wallet,debit,young_professional
4eea04e7-0ab5-4bde-a0a0-45026e068097,demo_user_001,2025-03-07,Petrol Pump,transportation,228.85,INR,NetBanking,debit,young_professional
f8e1daa7-cbce-4bde-aede-db07e623a689,demo_user_001,2025-04-06,DMart,groceries,1239.04,INR,UPI,debit,young_professional
ae9bec36-35c7-436c-9b99-62c6e61fecc0,demo_user_001,2025-01-15,Pharmacy,healthcare,20902.01,INR,Wallet,debit,young_professional
c7b5b2bc-5a8a-4eca-9a50-aec3aabc25fa,demo_user_001,2025-05-13,Ola,transportation,1097.94,INR,Cash,debit,young_professional
2790cebd-bfdd-43d9-9ee3-ac2af94d6204,demo_user_001,2025-02-22,Reliance Fresh,groceries,3556.37,INR,Cash,debit,young_professional
ccc56569-f9e8-4369-a999-b735dd56cc94,demo_user_001,2024-08-17,Amazon Prime,entertainment,632.68,INR,UPI,debit,young_professional
2dea9493-0658-463a-a98c-206fe1a47e10,demo_user_001,2025-04-20,School Fees,education,67706.0,INR,Card,debit,young_professional
cd5f4822-6966-48aa-ae49-f329c84a7b28,demo_user_001,2025-04-17,Stock Purchase,investments,49067.0,INR,Card,debit,young_professional
b386f7a4-c991-403f-a8c1-3091444d610b,demo_user_001,2025-03-22,Reliance Fresh,groceries,2068.24,INR,UPI,debit,young_professional
dbccc477-09e9-4b0a-9f46-529061ee411a,demo_user_001,2025-01-19,Internet Bill,utilities,5323.71,INR,Wallet,debit,young_professional
eb1fa9f2-d10b-41d0-b317-347038f16a81,demo_user_001,2025-03-31,Apollo Hospital,healthcare,3136.88,INR,Card,debit,young_professional
cb9bc326-d20e-4c17-8e20-fd1a598336e3,demo_user_001,2024-10-10,Freelance Income,salary,75424.03,INR,Cash,credit,young_professional
3170f437-a8f7-4f5a-860e-df5b39118497,demo_user_001,2024-12-31,Pharmacy,healthcare,18644.22,INR,Wallet,debit,young_professional
11c58ef0-dd46-4c09-8752-87aa5408f9ac,demo_user_001,2024-10-20,Life Insurance,insurance,17070.69,INR,Card,debit,young_professional
6651529e-8268-490b-a438-25b559e4b671,demo_user_001,2025-08-11,Electricity Bill,utilities,5799.8,INR,Wallet,debit,young_professional
e08596db-1d87-4966-8710-d430f071d879,demo_user_001,2024-09-02,Car Insurance,insurance,29154.97,INR,Card,debit,young_professional
fbc9f87a-f668-4617-94a1-875d2db69edb,demo_user_001,2024-09-05,Max Healthcare,healthcare,2088.53,INR,NetBanking,debit,young_professional
6f3f920c-98b8-44cc-9bc0-44fc09cb3942,demo_user_001,2025-06-09,Freelance Income,salary,537283.53,INR,NetBanking,credit,young_professional
6fb78271-504d-481f-8953-5b63ba81edd9,demo_user_001,2025-02-25,Health Insurance,insurance,27255.49,INR,Cash,debit,young_professional
30a900ad-939b-462d-a645-f129629c2ae3,demo_user_001,2024-09-05,Water Bill,utilities,2143.02,INR,Cash,debit,young_professional
006ed6e3-6fa1-4735-b572-f3d00b5cea6a,demo_user_001,2025-08-11,Metro Card,transportation,557.35,INR,NetBanking,debit,young_professional
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,demo_user_001,2024-10-19,Water Bill,utilities,3826.93,INR,Wallet,debit,young_professional
d9178793-a9d3-42e6-905c-c6869f871ce7,demo_user_001,2024-08-31,Max Healthcare,healthcare,10680.3,INR,Card,debit,young_professional
81d2c7de-4ce1-4b90-a669-7833b841d0a0,demo_user_001,2025-05-17,Health Insurance,insurance,31841.49,INR,UPI,debit,young_professional
6703b636-5380-4904-a88c-7015aab97e49,demo_user_001,2025-04-13,Internet Bill,utilities,1446.58,INR,NetBanking,debit,young_professional
6ba25efe-311c-4eb6-a095-eef68dedf9fb,demo_user_001,2025-07-19,Netflix,entertainment,597.3,INR,Card,debit,young_professional
2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,demo_user_001,2025-07-05,FD,investments,133811.57,INR,Cash,debit,young_professional
001a9a8b-d56f-4350-8c45-9ce267f48ad5,demo_user_001,2024-08-20,Books,education,45913.61,INR,Cash,debit,young_professional
c9277d9b-6e0d-4648-b5ce-884149732d6c,demo_user_001,2024-09-10,Stock Purchase,investments,39541.8,INR,UPI,debit,young_professional
acf5e81e-7131-4269-b118-e36477097749,demo_user_001,2024-08-20,KFC,food_dining,700.21,INR,Wallet,debit,young_professional
e6b3c944-cb32-4e35-b922-bac282dc4c8e,demo_user_001,2025-06-10,Mutual Fund SIP,investments,88317.7,INR,Cash,debit,young_professional
83f4a9a9-48a6-49d0-95b5-2908a8aa7158,demo_user_001,2024-10-29,Petrol Pump,transportation,865.65,INR,Wallet,debit,young_professional
c04a96c4-f3b6-4fe1-9184-332417e8392a,demo_user_001,2024-11-26,Max Healthcare,healthcare,14628.64,INR,Cash,debit,young_professional
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,demo_user_001,2024-12-11,Health Insurance,insurance,35582.55,INR,Cash,debit,young_professional
3eae0032-0bd4-4990-8640-be0f25b8fd4b,demo_user_001,2025-03-23,Water Bill,utilities,6727.02,INR,Wallet,debit,young_professional
12a4def0-c4bb-47a9-9988-68dd9c7c7377,demo_user_001,2024-12-29,FD,investments,38804.37,INR,UPI,debit,young_professional
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,demo_user_001,2025-03-01,Water Bill,utilities,2708.04,INR,Wallet,debit,young_professional
7e8f8095-624c-49b6-b244-45a7b7e58481,demo_user_001,2025-01-27,Swiggy,food_dining,555.88,INR,Card,debit,young_professional
b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,demo_user_001,2025-02-23,BookMyShow,entertainment,1396.29,INR,Wallet,debit,young_professional
c521bf2d-dc45-4539-803f-3538e4855aa1,demo_user_001,2025-01-08,Stock Purchase,investments,11262.0,INR,Cash,debit,young_professional
2d06e8cf-3805-4907-acd6-6193c7468f59,demo_user_001,2024-10-21,Bonus,salary,61589.42,INR,Cash,credit,young_professional
eadf5085-3fcb-4546-8eb2-25790cdb1ca4,demo_user_001,2025-03-12,Mutual Fund SIP,investments,148285.23,INR,Cash,debit,young_professional
76f2dbfe-cd29-436f-a222-82e174daaebf,demo_user_001,2024-11-05,Books,education,59150.13,INR,Wallet,debit,young_professional
714c7df4-e434-4d51-8158-1092f335cba3,demo_user_001,2024-12-31,Spotify,entertainment,812.55,INR,Cash,debit,young_professional
722764e6-8c41-461b-a827-a1b9d4a02e53,demo_user_001,2024-08-29,Spencer's,groceries,1793.86,INR,Cash,debit,young_professional
7337c599-7984-4388-9c8a-ee30be6033f7,demo_user_001,2024-09-27,Petrol Pump,transportation,1162.71,INR,Wallet,debit,young_professional
a33dc7af-d701-410d-bf4b-1a70c074718e,demo_user_002,2024-09-06,Spencer's,groceries,5152.0,INR,UPI,debit,family_oriented
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,demo_user_002,2024-12-18,KFC,food_dining,924.25,INR,Card,debit,family_oriented
b6aae05b-13d5-42f7-b09b-7d97464c04af,demo_user_002,2025-04-25,DMart,groceries,3499.27,INR,Cash,debit,family_oriented
51d87c64-55fa-4ab8-858f-1f193c07c574,demo_user_002,2025-01-29,Max Healthcare,healthcare,31872.55,INR,NetBanking,debit,family_oriented
620e99d3-3b33-43d8-a69c-d696236c7b87,demo_user_002,2024-12-14,Online Courses,education,116256.75,INR,UPI,debit,family_oriented
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,demo_user_002,2025-02-13,Life Insurance,insurance,69342.12,INR,Card,debit,family_oriented
6a702e2f-7746-40ba-8ae8-905b54b4a482,demo_user_002,2025-04-07,Zomato,food_dining,3240.53,INR,Card,debit,family_oriented
63b4c08b-6b8e-469f-9538-5b0e34f3193c,demo_user_002,2024-12-12,Reliance Fresh,groceries,2407.56,INR,UPI,debit,family_oriented
9360715f-c3fe-4183-a172-b725db52ca58,demo_user_002,2025-04-02,Company Payroll,salary,689502.12,INR,NetBanking,credit,family_oriented
5a0cdd7c-f157-4470-8182-67c47a1b5806,demo_user_002,2025-05-20,Uber,transportation,1756.85,INR,NetBanking,debit,family_oriented
e4429ebb-da7b-4095-a3d6-2a39c0e3befd,demo_user_002,2025-03-05,Domino's,food_dining,512.25,INR,Wallet,debit,family_oriented
8bcf53a1-bc10-4a52-bf5d-2fdf89c8d2ab,demo_user_002,2025-05-02,Online Courses,education,130740.56,INR,UPI,debit,family_oriented
6f92f25e-45df-46b6-b82c-043f7cfc9b79,demo_user_002,2025-04-09,Bonus,salary,1166069.06,INR,UPI,credit,family_oriented
ab3b4d37-560c-45ee-a38c-254c076e2bba,demo_user_002,2024-10-26,Electricity Bill,utilities,11325.98,INR,UPI,debit,family_oriented
77a6e17c-d72b-4108-aa40-5f12b963f37f,demo_user_002,2025-02-03,Pharmacy,healthcare,18299.99,INR,UPI,debit,family_oriented
06e745f9-88bc-439c-9f4c-3b79fb10987f,demo_user_002,2025-01-08,Car Insurance,insurance,27318.44,INR,Cash,debit,family_oriented
06f028ff-a9ba-4a27-907b-fe36978648f8,demo_user_002,2024-09-20,KFC,food_dining,4014.04,INR,Cash,debit,family_oriented
dde9f863-22bd-4388-adb9-9102a48b3dbe,demo_user_002,2024-11-17,Petrol Pump,transportation,505.14,INR,NetBanking,debit,family_oriented
610cf373-4299-4aa4-8cdf-742b2e85cb21,demo_user_002,2024-12-16,Bonus,salary,1093150.5,INR,Cash,credit,family_oriented
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,demo_user_002,2025-04-08,Freelance Income,salary,503419.75,INR,UPI,credit,family_oriented
d4f8fd72-f382-4cfd-8083-b73a473bd358,demo_user_002,2024-12-17,Mobile Bill,utilities,4431.02,INR,Wallet,debit,family_oriented
78660765-14f7-4e8d-95bc-b8d04094dded,demo_user_002,2025-07-28,Bonus,salary,577322.02,INR,Cash,credit,family_oriented
fff9f585-0d55-4b61-8a17-5dfebfc00dc8,demo_user_002,2025-02-11,Apollo Hospital,healthcare,20712.82,INR,NetBanking,debit,family_oriented
c7fee39f-1190-4938-a66f-d7f739669fa7,demo_user_002,2024-08-17,Max Healthcare,healthcare,36728.65,INR,NetBanking,debit,family_oriented
3f4df561-f319-4125-87f1-94f9c1156d6d,demo_user_002,2025-05-06,Life Insurance,insurance,38508.74,INR,UPI,debit,family_oriented
2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8,demo_user_002,2025-04-10,Spotify,entertainment,2852.42,INR,Cash,debit,family_oriented
1d48a071-ab61-47b1-b93b-4c3220500494,demo_user_002,2025-06-25,Stock Purchase,investments,220527.62,INR,NetBanking,debit,family_oriented
c4536f1d-4199-4fdf-b310-22f0770c7798,demo_user_002,2025-03-08,Spotify,entertainment,3923.42,INR,Wallet,debit,family_oriented
f6b751f7-9b74-4245-9b1b-c8952af43ab7,demo_user_002,2025-02-16,Max Healthcare,healthcare,23400.93,INR,Cash,debit,family_oriented
f6f7f0cc-29ec-4e49-91bd-b8c0c71d5e60,demo_user_002,2024-12-22,Health Insurance,insurance,27993.41,INR,NetBanking,debit,family_oriented
edcb8cb6-0692-4c63-9424-aed51bac5c15,demo_user_002,2025-05-05,Internet Bill,utilities,4264.68,INR,NetBanking,debit,family_oriented
f54ad0a2-e874-46d7-ad66-a1bd93676a02,demo_user_002,2024-08-23,Domino's,food_dining,3976.93,INR,Card,debit,family_oriented
32c5bd89-b70b-4420-b104-3785658b2523,demo_user_002,2025-03-23,Netflix,entertainment,4170.17,INR,Wallet,debit,family_oriented
a092f52a-d4a0-47a7-b0cc-1b3b9793b9b4,demo_user_002,2025-06-21,Car Insurance,insurance,23603.2,INR,Card,debit,family_oriented
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,demo_user_002,2025-03-10,Water Bill,utilities,5891.71,INR,UPI,debit,family_oriented
c85aca46-90e0-44a0-bbdd-3933cbd58bf6,demo_user_002,2025-07-15,Life Insurance,insurance,23048.95,INR,Wallet,debit,family_oriented
a9597663-6daa-4e68-8861-fe1858e25888,demo_user_002,2024-12-03,Water Bill,utilities,9349.26,INR,UPI,debit,family_oriented
575aed2c-a5c5-450c-8186-a57611a72609,demo_user_002,2024-12-29,DMart,groceries,4200.58,INR,NetBanking,debit,family_oriented
7d7ddbed-d284-476c-ab88-f83dd97dc9cd,demo_user_002,2024-12-10,Uber,transportation,663.96,INR,UPI,debit,family_oriented
a2b5b498-5cb8-4aed-b5f6-2c976efb63b1,demo_user_002,2024-10-20,KFC,food_dining,2257.58,INR,UPI,debit,family_oriented
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,demo_user_002,2025-03-09,Ola,transportation,1826.23,INR,UPI,debit,family_oriented
89c5b31a-eb6c-4016-8ee6-24d09dac6e83,demo_user_002,2025-01-10,BookMyShow,entertainment,3218.69,INR,Wallet,debit,family_oriented
bb2488a3-d363-47b6-af81-cf4f7701f7bb,demo_user_002,2024-11-17,Bonus,salary,377455.49,INR,Cash,credit,family_oriented
d4aac9a3-3ed8-456c-9a09-dfa052828d80,demo_user_002,2024-10-14,Stock Purchase,investments,84432.47,INR,Cash,debit,family_oriented
3e6dd58b-7367-428d-a1b2-94de4767d76c,demo_user_002,2025-06-22,Electricity Bill,utilities,8996.76,INR,Card,debit,family_oriented
6105716b-ab0e-464e-9c3e-b2d591e1aa96,demo_user_002,2025-05-23,Amazon Prime,entertainment,3758.14,INR,Card,debit,family_oriented
533420e6-d9d8-4b8d-be8a-dee70758e201,demo_user_002,2025-01-14,Uber,transportation,464.35,INR,Cash,debit,family_oriented
cc3ebdde-5ad5-4f06-b64d-7c877cd0129d,demo_user_002,2025-04-15,Freelance Income,salary,462944.68,INR,NetBanking,credit,family_oriented
989d9d4a-e15c-4666-8797-b2c957207246,demo_user_002,2025-04-14,Mobile Bill,utilities,2275.47,INR,NetBanking,debit,family_oriented
f2b43abf-8441-4efd-8299-436a8e485223,demo_user_002,2025-05-02,Bonus,salary,1131303.52,INR,Cash,credit,family_oriented
680bac63-b856-4035-bdc9-829015eabb27,demo_user_002,2025-05-27,Domino's,food_dining,1257.95,INR,NetBanking,debit,family_oriented
b0cbc61f-3d85-4e89-8217-14298e200724,demo_user_002,2025-03-07,Uber,transportation,262.77,INR,Wallet,debit,family_oriented
72bb912d-7da6-4785-b63b-4dc3a559e463,demo_user_002,2024-12-15,Freelance Income,salary,655760.57,INR,NetBanking,credit,family_oriented
6786d506-38ba-4abc-8b53-05e517d2582e,demo_user_002,2024-12-02,Online Courses,education,70799.14,INR,Cash,debit,family_oriented
5e781fd7-94e0-43ba-a9f9-48b24e6384bb,demo_user_002,2025-01-02,Domino's,food_dining,565.36,INR,NetBanking,debit,family_oriented
6cedd15d-5800-4c02-87ea-7ff58db06746,demo_user_002,2025-04-16,Freelance Income,salary,116938.76,INR,Wallet,credit,family_oriented
455ac762-7428-4656-b3ee-4d3b5a104129,demo_user_002,2024-09-01,Company Payroll,salary,1386402.54,INR,NetBanking,credit,family_oriented
b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,demo_user_002,2025-05-14,Company Payroll,salary,1078115.16,INR,Cash,credit,family_oriented
892e6161-be2d-440a-9e9b-23bc50c7c006,demo_user_002,2025-03-22,Car Insurance,insurance,33762.15,INR,Card,debit,family_oriented
7bf47042-bd15-41c8-b764-fbda3108d448,demo_user_002,2024-12-03,Freelance Income,salary,910813.35,INR,UPI,credit,family_oriented
c29cfc0c-fa02-4aec-96ef-2ad6b97e6703,demo_user_002,2025-02-28,Stock Purchase,investments,114913.69,INR,UPI,debit,family_oriented
31b1b099-d527-41e7-99bc-143efb02bebb,demo_user_002,2024-12-01,Metro Card,transportation,995.1,INR,NetBanking,debit,family_oriented
4d6168bd-2def-4193-9c62-b3a23a3c563e,demo_user_002,2025-06-27,Books,education,7761.87,INR,NetBanking,debit,family_oriented
4639447b-2067-4dac-88bd-13d1b540b30e,demo_user_002,2025-01-17,Internet Bill,utilities,2833.97,INR,Wallet,debit,family_oriented
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,demo_user_002,2025-05-07,Spencer's,groceries,3764.47,INR,Wallet,debit,family_oriented
7daa39f0-c0b6-4ce2-9e53-790aa34b6cf6,demo_user_002,2024-09-25,Pharmacy,healthcare,31677.37,INR,Cash,debit,family_oriented
48ca7651-92f5-4f7b-8323-d342df6a8f93,demo_user_002,2025-06-05,Reliance Fresh,groceries,2629.0,INR,NetBanking,debit,family_oriented
2f32751e-5738-411d-b0c2-903f7a8d03aa,demo_user_002,2025-07-28,FD,investments,135884.54,INR,Wallet,debit,family_oriented
7a4c75d4-dc99-404c-b0e9-8b3b40a26c60,demo_user_002,2025-08-04,Netflix,entertainment,1915.18,INR,Wallet,debit,family_oriented
7de31a51-6694-4343-90ba-58e3d2762bdc,demo_user_002,2025-06-14,School Fees,education,33315.7,INR,Cash,debit,family_oriented
0db95301-afbb-411a-a123-5a8c93b7a886,demo_user_002,2025-03-15,Swiggy,food_dining,2282.4,INR,Wallet,debit,family_oriented
f2f9e5fa-9016-4161-8fa7-01cd2631d00b,demo_user_002,2024-12-13,Mobile Bill,utilities,11806.52,INR,Card,debit,family_oriented
1e52d770-3f89-4142-be71-6b1415ce6a66,demo_user_002,2025-05-06,FD,investments,42495.22,INR,Wallet,debit,family_oriented
9e50aa42-ca6d-4da1-989b-c4da9b37a22b,demo_user_002,2025-07-07,Car Insurance,insurance,61649.0,INR,NetBanking,debit,family_oriented
7354ea6f-6160-4459-85c7-504bc693da11,demo_user_002,2024-11-25,Online Courses,education,129758.9,INR,NetBanking,debit,family_oriented
fd72b050-96a9-454f-9c33-e1f94c1f55ab,demo_user_002,2024-10-15,DMart,groceries,6194.0,INR,Wallet,debit,family_oriented
0f6b40d0-9efb-458b-9191-b3634e2d6645,demo_user_002,2024-12-07,Mutual Fund SIP,investments,125403.91,INR,NetBanking,debit,family_oriented
a021c0ca-3531-468d-8342-bd2bf295456e,demo_user_002,2025-01-30,Pharmacy,healthcare,31939.55,INR,Cash,debit,family_oriented
2834e4c0-14c8-43b4-a911-d19243bfd931,demo_user_002,2025-04-11,Apollo Hospital,healthcare,40824.85,INR,Wallet,debit,family_oriented
2812859a-1337-439e-8d4f-5d272c7f0b79,demo_user_002,2025-01-13,School Fees,education,119124.98,INR,UPI,debit,family_oriented
980402a2-b07a-4066-b354-35ea68949b8d,demo_user_002,2025-01-28,Pharmacy,healthcare,20118.55,INR,Cash,debit,family_oriented
49c13de7-3b42-46c5-885b-15fb4a8ff810,demo_user_002,2025-06-08,Petrol Pump,transportation,2145.96,INR,Wallet,debit,family_oriented
1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,demo_user_002,2024-12-29,Freelance Income,salary,1217082.77,INR,UPI,credit,family_oriented
ca8f3653-c9af-48f8-83b9-da13ec856f37,demo_user_002,2025-05-30,Health Insurance,insurance,6527.02,INR,Cash,debit,family_oriented
398d1ca6-8b68-40b5-9d61-fac36cd5e859,demo_user_002,2025-03-29,Uber,transportation,1115.44,INR,NetBanking,debit,family_oriented
246998e8-d39e-498b-8400-7d5ae88da719,demo_user_002,2025-07-01,Bonus,salary,601433.46,INR,NetBanking,credit,family_oriented
4ebfa5c3-cae9-44a7-aa79-ea680f44704f,demo_user_002,2024-09-25,Health Insurance,insurance,66422.1,INR,Cash,debit,family_oriented
b04d3376-77fc-4703-9fd5-a423706c5c56,demo_user_002,2025-04-13,Life Insurance,insurance,44941.85,INR,NetBanking,debit,family_oriented
45b1ed25-f153-4ae8-a70a-cc5cb321bf21,demo_user_002,2025-06-22,BookMyShow,entertainment,2564.62,INR,UPI,debit,family_oriented
0a3450fc-9918-4e46-9497-d6587010f719,demo_user_002,2025-07-28,Mutual Fund SIP,investments,193359.19,INR,UPI,debit,family_oriented
40181c6e-9a8c-4a3c-9283-aac7bc0a6a5d,demo_user_002,2025-02-01,Apollo Hospital,healthcare,12794.72,INR,Cash,debit,family_oriented
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,demo_user_002,2024-10-26,Ola,transportation,1243.76,INR,Card,debit,family_oriented
